,path,class,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_20,label_gran_30,label_gran_50,label_gran_70,label_gran_90,label_gran_110,label_gran_130,label_gran_150,label_gran_13,label_gran_15
14576,Boots/Mid-Calf/Frye/7821542.301558.jpg,4,3,9,49,180,287,312,458,470,476,478,478,478,1071,781
39133,Boots/Ankle/Christin Michaels/8032574.59269.jpg,1,6,27,59,222,3383,8462,11807,12705,12997,13080,13091,13091,1732,602
12665,Shoes/Sneakers and Athletic Shoes/Nike/7789301.288133.jpg,0,3,21,33,127,2533,3805,4830,5073,5151,5177,5183,5183,446,1153
23255,Boots/Ankle/Columbia/7957021.3.jpg,1,3,6,24,65,349,1436,8366,8929,9106,9170,9181,9181,51,738
5435,Sandals/Heel/Eric Michael/7522813.72.jpg,14,3,21,55,178,585,685,2103,2192,2224,2233,2234,2234,907,1861
48931,Sandals/Flat/Nine West/8113674.478.jpg,3,2,5,6,132,234,3132,15094,16419,16833,16946,16960,16960,1159,1970
11773,Shoes/Sneakers and Athletic Shoes/Nike Kids/7760709.356564.jpg,0,7,14,52,160,2423,3586,4523,4747,4819,4841,4847,4847,113,1173
14961,Boots/Mid-Calf/Baffin/7828943.3.jpg,4,6,16,21,254,2885,4424,5685,5990,6087,6120,6127,6127,845,481
40680,Boots/Knee High/Tommy Hilfiger/8041917.32347.jpg,7,4,25,73,161,5335,9530,13587,14736,15090,15187,15200,15200,675,1575
9942,Shoes/Heels/Anne Klein/7700491.286341.jpg,2,3,9,13,15,578,1819,2170,2261,2294,2304,2305,2305,1405,2413
9805,Shoes/Sneakers and Athletic Shoes/etnies/7694510.273222.jpg,0,7,14,19,98,2074,3029,3778,3962,4021,4040,4045,4045,1479,240
30243,Shoes/Sneakers and Athletic Shoes/Jambu Kids/7997010.460.jpg,0,5,11,15,148,828,7642,10538,11303,11536,11614,11625,11625,1168,521
34569,Shoes/Sneakers and Athletic Shoes/Mizuno/8016330.368501.jpg,0,4,15,22,79,1442,1937,2322,2418,2454,2465,2466,2466,353,700
15825,Shoes/Loafers/Neil M%2E/7841645.665.jpg,6,1,4,11,13,493,570,6008,6337,6445,6479,6486,6486,359,1139
28871,Shoes/Oxfords/Sperry Kids/7991697.291.jpg,8,1,17,25,365,4346,7355,10057,10779,10997,11073,11084,11084,1312,28
34850,Boots/Ankle/Nina Kids/8017318.18585.jpg,1,0,0,5,455,3000,4659,11979,12901,13200,13283,13294,13294,754,1294
29677,Boots/Mid-Calf/Palladium/7994928.362576.jpg,4,1,4,18,22,135,4818,10337,11079,11306,11383,11394,11394,579,1067
20200,Sandals/Flat/Born/7909483.69.jpg,3,4,15,46,77,372,5683,7454,7898,8050,8094,8101,8101,734,1180
11343,Shoes/Heels/Naturalizer/7748822.275234.jpg,2,6,16,21,27,2051,3498,4393,4604,4672,4694,4700,4700,1663,454
44801,Sandals/Flat/Born/8070509.388413.jpg,3,4,15,46,77,372,980,14650,15936,16335,16445,16458,16458,734,1180
22524,Shoes/Sneakers and Athletic Shoes/Levi's Kids/7943210.9.jpg,0,7,14,19,165,251,1772,2110,2199,2231,8900,8911,8911,849,1061
30294,Boots/Ankle/Crocs Kids/7997313.363040.jpg,1,5,11,28,143,354,7650,10552,11318,11551,11629,11640,11640,66,1131
44597,Shoes/Clogs and Mules/Flojos/8068808.278.jpg,9,6,16,48,81,889,8405,14585,15864,16260,16370,16383,16383,942,1496
9925,Shoes/Flats/Anne Klein/7699663.89.jpg,5,4,15,20,26,1133,3075,3837,4024,4084,4104,4109,4109,1079,69
48592,Shoes/Flats/Gabriella Rocha/8111883.398832.jpg,5,6,27,74,299,4190,7044,15448,16824,17251,17377,17391,17391,272,2351
40547,Shoes/Clogs and Mules/SKECHERS/8041606.3.jpg,9,6,27,74,299,1533,8279,11526,12389,12667,12748,12759,12759,550,875
27580,Boots/Mid-Calf/Born/7984355.609.jpg,4,4,25,73,161,1680,2348,9650,10327,10532,10607,10618,10618,205,2529
353,Sandals/Flat/Birkenstock/113128.183831.jpg,3,6,16,48,81,134,145,151,152,157,159,159,159,1363,1413
84,Shoes/Sneakers and Athletic Shoes/Vans/103789.13855.jpg,0,3,6,24,30,31,32,33,33,34,35,35,35,71,405
875,Slippers/Slipper Flats/Acorn/7149932.401.jpg,10,4,15,20,26,325,358,389,400,406,408,408,408,213,1662
39548,Boots/Ankle/Spring Step/8034825.216.jpg,1,3,9,49,82,109,117,9843,10537,10752,10827,10838,10838,1447,1117
17471,Shoes/Sneakers and Athletic Shoes/Merrell/7879699.359528.jpg,0,5,20,81,514,3204,5078,6575,6956,7081,7119,7126,7126,295,2228
12409,Sandals/Flat/Havaianas/7783635.334716.jpg,3,6,16,48,81,1378,1832,2188,2281,2314,2324,2325,2325,923,1438
47621,Shoes/Sneakers and Athletic Shoes/Macbeth/8095143.5743.jpg,0,7,14,19,98,617,4978,15320,16690,17114,17231,17245,17245,696,2007
19212,Sandals/Flat/Kenneth Cole Reaction Kids/7896355.33310.jpg,3,5,11,28,143,2414,5459,7134,7555,7694,7735,7742,7742,1614,2236
8493,Boots/Mid-Calf/Sorel/7654713.859.jpg,4,0,8,9,11,655,2603,3212,3360,3409,3427,3429,3429,576,1386
29009,Shoes/Sneakers and Athletic Shoes/Saucony Kids/7992538.4766.jpg,0,7,14,52,160,2423,5843,9652,10329,10534,10609,10620,10620,113,1173
4079,Boots/Ankle/Keen Kids/7412696.10597.jpg,1,0,0,5,335,1060,1348,1578,1638,1663,1669,1670,1670,1674,2485
35717,Shoes/Heels/Romantic Soles/8020664.89.jpg,2,6,24,44,205,1226,1624,12217,13166,13475,13560,13571,13571,1731,641
1888,Shoes/Sneakers and Athletic Shoes/Vans/7226566.375070.jpg,0,3,6,24,30,573,669,748,771,782,785,785,785,970,1604
45019,Shoes/Heels/Seychelles/8072023.40003.jpg,2,4,10,37,71,84,89,14693,15983,16385,16496,16509,16509,1212,2270
8163,Shoes/Oxfords/Clarks/7642999.72.jpg,8,0,8,30,40,42,45,3083,3225,3273,3291,3293,3293,1369,1739
15248,Shoes/Prewalker/Ralph Lauren Layette Kids/7834214.5852.jpg,13,5,20,81,264,2935,4512,5806,6119,6218,6251,6258,6258,447,1144
15931,Boots/Ankle/Eastland/7843181.3.jpg,1,0,18,86,513,3013,4694,6051,6384,6495,6529,6536,6536,1817,1579
8016,Shoes/Loafers/Polo Ralph Lauren/7635174.9.jpg,6,0,8,40,145,215,2461,3025,3164,3212,3230,3232,3232,1163,861
18943,Shoes/Sneakers and Athletic Shoes/Keen Kids/7894140.241490.jpg,0,0,8,9,185,2624,3974,5053,5308,5389,5417,5424,5424,1218,2320
38039,Shoes/Sneakers and Athletic Shoes/Newton Running/8029420.373281.jpg,0,5,11,15,18,1152,1479,2994,3131,3178,3196,3198,3198,168,1938
23311,Boots/Mid-Calf/Teva/7960604.6.jpg,4,1,4,18,22,3799,6279,8389,8953,9130,9194,9205,9205,1004,987
5538,Shoes/Sneakers and Athletic Shoes/Sanuk/7529580.401.jpg,0,5,11,57,108,199,721,808,831,842,846,846,846,1160,2370
29031,Shoes/Sneakers and Athletic Shoes/Saucony Kids/7992576.361576.jpg,0,7,14,19,165,2605,3940,5008,5262,5343,5370,5376,5376,986,487
24723,Shoes/Sneakers and Athletic Shoes/Lowa/7971384.42149.jpg,0,5,11,15,18,19,19,8845,9445,9634,9705,9716,9716,1165,1969
15085,Shoes/Flats/pediped/7830485.20647.jpg,5,1,1,56,150,761,2464,5743,6053,6150,6183,6190,6190,1623,340
8788,Boots/Knee High/Timberland Kids/7659351.3.jpg,7,5,12,70,151,1871,2701,3343,3500,3550,3568,3570,3570,682,1741
41071,Shoes/Heels/Blowfish/8043792.377177.jpg,2,6,27,74,418,4626,9575,13684,14845,15203,15301,15314,15314,1020,356
46881,Shoes/Clogs and Mules/Dansko/8086168.59083.jpg,9,3,6,12,14,115,3385,4232,4435,4501,4522,4528,4528,590,2436
40090,Boots/Ankle/Bouquets/8038093.6.jpg,1,6,27,59,222,3283,9126,12934,13988,14318,14411,14424,14424,733,1351
36360,Shoes/Oxfords/Primigi Kids/8022953.11.jpg,8,0,18,26,311,2603,3937,5005,5259,5340,5367,5373,5373,385,2268
18528,Shoes/Heels/Bandolino/7889348.341997.jpg,2,6,27,74,299,1483,5275,6866,7273,7404,7445,7452,7452,1033,1379
33649,Boots/Ankle/adidas Y-3 by Yohji Yamamoto/8013428.367386.jpg,1,0,18,26,32,2163,8369,11668,12551,12832,12913,12924,12924,1263,361
23933,Boots/Mid-Calf/EMU Australia/7967689.1679.jpg,4,3,9,49,181,906,3083,3849,9200,9385,9450,9461,9461,709,2053
16914,Shoes/Heels/Gabriella Rocha/7870242.19916.jpg,2,4,15,20,26,1133,3075,4683,4913,4986,5009,5015,5015,1079,69
16361,Shoes/Flats/Munro American/7851969.339414.jpg,5,3,21,50,169,586,1237,1447,1501,1526,1532,1533,1533,1226,493
26328,Shoes/Sneakers and Athletic Shoes/Nike Action Kids/7978001.356452.jpg,0,1,4,18,149,1572,3922,9292,9924,10124,10198,10209,10209,130,651
28641,Shoes/Heels/L.A.M.B%2E/7990672.2078.jpg,2,3,6,7,10,4333,7318,9986,10700,10917,10993,11004,11004,981,806
47086,Shoes/Sneakers and Athletic Shoes/New Balance/8088868.147.jpg,0,4,15,22,79,1774,2528,6839,7245,9237,9301,9312,9312,480,1881
16076,Boots/Knee High/Pazitos/7845111.3.jpg,7,1,1,56,150,3036,4733,6099,6435,6548,6582,6589,6589,72,1941
7030,Shoes/Loafers/Frye/7594645.3.jpg,6,1,4,11,105,148,160,166,2811,2851,2865,2866,2866,412,883
2383,Shoes/Sneakers and Athletic Shoes/DC/7270764.1415.jpg,0,1,4,18,22,494,571,938,964,977,981,981,981,496,1561
26205,Shoes/Sneakers and Athletic Shoes/New Balance/7977785.21651.jpg,0,7,14,19,98,1061,1349,1579,1639,1664,1670,1671,1671,488,2396
26295,Shoes/Flats/Stuart Weitzman/7977950.356425.jpg,5,2,30,91,470,2947,4544,9285,9917,10117,10191,10202,10202,1507,1335
18260,Shoes/Sneakers and Athletic Shoes/Ahnu/7886392.92864.jpg,0,2,3,32,47,53,473,523,536,544,546,546,546,1664,160
2087,Boots/Mid-Calf/Frye/7248349.289849.jpg,4,3,9,49,180,625,734,823,847,858,862,862,862,1104,84
48002,Sandals/Flat/Onex/8102384.535.jpg,3,4,15,20,26,106,1752,6606,15705,16093,17352,17366,17366,213,2248
5121,Sandals/Flat/Birkenstock/7502010.330079.jpg,3,4,15,20,26,107,1680,1995,2074,2102,2110,2111,2111,1079,69
46246,Sandals/Flat/Stride Rite/8080784.2190.jpg,3,7,14,52,160,1275,5604,15003,16320,16729,16841,16854,16854,113,711
35249,Shoes/Sneakers and Athletic Shoes/etnies/8018930.369424.jpg,0,5,11,15,18,4918,8584,12089,13022,13326,13410,13421,13421,1446,1764
42525,Boots/Mid-Calf/Chooka/8052282.568.jpg,4,6,27,59,112,2068,3018,3761,3944,4003,4022,4026,4026,956,223
31748,Boots/Mid-Calf/Frye/8003550.352826.jpg,4,4,25,73,179,626,736,10126,10853,11072,11148,11159,11159,1244,2518
34611,Boots/Mid-Calf/Geox Kids/8016523.155.jpg,4,5,20,81,264,4898,8536,11920,12832,13127,13210,13221,13221,540,1078
39255,Shoes/Heels/Alexander McQueen/8032987.3.jpg,2,4,15,20,26,574,670,973,1000,1015,1019,1019,1019,1759,539
46434,Sandals/Flat/Naot Footwear/8081739.328175.jpg,3,2,30,91,503,2896,4443,15044,16364,16775,16887,16900,16900,28,1850
31687,Boots/Knee High/Frye/8003475.247343.jpg,7,3,9,49,82,109,6534,8791,9390,9579,9649,9660,9660,1447,1117
38840,Shoes/Heels/Stuart Weitzman/8031470.197161.jpg,2,4,15,20,26,98,434,2866,2994,3036,3051,3053,3053,213,2248
5697,Shoes/Loafers/School Issue/7538173.7.jpg,6,1,4,11,189,306,1826,2179,2270,2303,2313,2314,2314,381,698
5809,Boots/Mid-Calf/The North Face Kids/7543081.345900.jpg,4,5,20,81,264,643,1851,2209,2302,2335,2345,2346,2346,1684,1440
867,Slippers/Slipper Flats/Acorn/7149863.27884.jpg,10,1,1,53,198,320,353,384,395,401,403,403,403,1010,154
24085,Slippers/Slipper Flats/Haflinger Kids/7968490.574.jpg,10,5,20,81,264,937,4829,7167,9266,9455,9523,9534,9534,1684,1226
49421,Boots/Mid-Calf/UGG Kids/8125942.3.jpg,4,5,20,31,340,1096,10681,15694,17102,17536,17667,17682,17682,898,2379
39279,Boots/Mid-Calf/DC/8033561.8647.jpg,4,3,6,24,65,513,1266,13181,14263,14601,14696,14709,14709,51,85
12661,Sandals/Flat/Spring Step/7788849.14.jpg,3,3,6,7,24,25,3514,4829,5072,5150,5176,5182,5182,437,783
8815,Shoes/Loafers/Merrell/7659812.243492.jpg,6,2,22,66,224,1875,2708,3355,3512,3562,3580,3582,3582,602,1219
25249,Boots/Knee High/ECCO/7973720.3.jpg,7,3,7,8,295,1531,4418,9003,9614,9805,9876,9887,9887,1269,1407
34352,Boots/Mid-Calf/Justin/8015513.183485.jpg,4,3,7,8,184,1647,8487,11842,12746,13038,13121,13132,13132,1595,1205
38622,Shoes/Oxfords/Calvin Klein Jeans/8030890.2309.jpg,8,0,8,30,40,5168,9178,13014,14075,14411,14506,14519,14519,521,479
4135,Shoes/Loafers/Clarks/7417624.216.jpg,6,0,0,27,34,1073,1365,1601,1661,1686,1692,1693,1693,129,1484
33042,Boots/Mid-Calf/Kork-Ease/8009438.764.jpg,4,2,22,60,337,2119,8241,11470,12326,12599,12680,12691,12691,1679,515
26408,Shoes/Sneakers and Athletic Shoes/Nike Kids/7978196.387164.jpg,0,7,14,19,165,4088,6847,9310,9948,10148,10222,10233,10233,849,1620
6723,Shoes/Sneakers and Athletic Shoes/Sanuk/7580624.3.jpg,0,7,14,35,55,1266,1656,2566,2682,2718,2732,2733,2733,1109,1752
22281,Shoes/Sneakers and Athletic Shoes/Fallen/7938825.7243.jpg,0,7,14,19,98,695,6102,8066,8587,8757,8811,8819,8819,1267,1567
35785,Shoes/Sneakers and Athletic Shoes/Nike Kids/8020748.366994.jpg,0,5,20,31,340,4977,8721,12231,13180,13490,13576,13587,13587,581,250
33949,Boots/Ankle/Lacoste/8014125.325.jpg,1,0,18,26,379,4437,7566,10389,11931,12193,12271,12282,12282,674,584
17497,Sandals/Flat/Merrell/7879790.10783.jpg,3,4,15,46,77,372,980,6584,6965,7090,7128,7135,7135,734,1180
7867,Sandals/Heel/Ziera/7626953.5635.jpg,14,3,21,55,262,1712,2419,2975,3111,3157,3175,3177,3177,933,2130
36408,Boots/Mid-Calf/Pour La Victoire/8023147.41584.jpg,4,3,9,49,181,591,8306,11575,12443,12721,12802,12813,12813,709,2053
5113,Shoes/Sneakers and Athletic Shoes/Superga Kids/7501967.274979.jpg,0,5,11,15,148,329,607,1992,2071,2099,2107,2108,2108,1632,1085
19522,Boots/Ankle/Timberland Kids/7899984.10006.jpg,1,5,12,16,539,3425,5522,7226,7656,7796,7838,7845,7845,419,2280
40782,Sandals/Flat/Crocs/8042374.376224.jpg,3,6,16,48,110,5338,9541,13607,14759,15114,15212,15225,15225,1630,1779
26614,Sandals/Flat/Worishofer/7979203.552.jpg,3,3,6,7,24,25,6892,9362,10006,10207,10281,10292,10292,437,783
47832,Shoes/Heels/Fergie/8099622.3.jpg,2,4,15,46,77,772,3919,8151,8682,8855,8915,8926,8926,1594,1086
31759,Boots/Mid-Calf/Khombu/8003582.3.jpg,4,4,15,46,315,2945,4540,9195,9824,10024,10097,10108,10108,499,1296
36961,Shoes/Loafers/Nine West/8025198.194285.jpg,6,6,27,74,418,1952,4571,5895,6214,13836,13923,13936,13936,818,299
26124,Shoes/Flats/Keen/7977426.3.jpg,5,4,29,75,342,4070,6805,9236,9868,10068,10142,10153,10153,615,1821
8348,Shoes/Sneakers and Athletic Shoes/New Balance Classics/7648875.1842.jpg,0,3,6,24,65,1789,2557,3157,3301,3349,3367,3369,3369,1526,1762
35630,Sandals/Flat/J. Renee/8020458.632.jpg,3,4,15,46,77,97,1770,10743,13144,13453,13538,13549,13549,734,1180
49667,Boots/Mid-Calf/Fergie/8130732.2247.jpg,4,4,25,73,481,3919,8275,11514,12374,12649,12730,12741,12741,570,1313
4408,Shoes/Clogs and Mules/Birkenstock/7434310.5738.jpg,9,2,3,67,345,1128,1442,1698,1762,1787,1793,1794,1794,1040,475
20490,Sandals/Flat/Naturalizer/7913317.14.jpg,3,3,6,7,61,384,1255,1467,1521,1546,1552,1553,1553,1705,103
43835,Shoes/Boat Shoes/Frye/8062463.248964.jpg,11,1,2,102,415,5503,9987,14387,15638,16020,16126,16139,16139,690,2120
3151,Shoes/Clogs and Mules/Naot Footwear/7334552.108781.jpg,9,3,6,12,23,864,1059,1214,1254,1275,1279,1280,1280,1683,844
15754,Shoes/Flats/Aster Kids/7841054.216.jpg,5,1,4,4,157,994,1258,1470,1524,1549,1555,1556,1556,470,2063
35358,Shoes/Flats/Mephisto/8019794.185296.jpg,5,2,22,66,224,4650,8652,12122,13057,13363,13447,13458,13458,602,1219
40997,Boots/Ankle/Dirty Laundry/8043331.3.jpg,1,4,25,73,179,626,736,13660,14818,15176,15274,15287,15287,1244,2518
15946,Boots/Ankle/UGG/7843255.72.jpg,1,0,18,26,32,2407,4701,6059,6392,6503,6537,6544,6544,1263,361
18416,Shoes/Boat Shoes/Sebago/7888071.29312.jpg,11,2,22,38,59,67,5253,6832,7238,7369,7410,7417,7417,191,774
34483,Boots/Knee High/Annie/8016036.4579.jpg,7,4,25,73,179,2790,4260,5448,5864,5960,5990,5997,5997,1056,221
36532,Boots/Ankle/Dockers/8023549.9977.jpg,1,1,17,36,370,3926,6557,8833,13397,13711,13798,13809,13809,222,954
35251,Shoes/Sneakers and Athletic Shoes/etnies/8018936.369451.jpg,0,0,8,30,41,431,8627,12090,13023,13327,13411,13422,13422,1493,1251
46109,Shoes/Sneakers and Athletic Shoes/Stride Rite/8080117.392428.jpg,0,0,18,86,305,5640,10314,14960,16272,16680,16792,16805,16805,1672,448
3543,Shoes/Sneakers and Athletic Shoes/Keen/7366299.326415.jpg,0,2,5,23,43,946,1179,1378,1428,1452,1457,1458,1458,1024,217
42030,Boots/Knee High/Sbicca/8049046.3.jpg,7,6,27,59,253,3014,6838,12035,12964,13267,13350,13361,13361,1812,2260
47136,Shoes/Heels/KORS Michael Kors/8089560.89.jpg,2,4,15,46,220,2478,10450,15217,16572,16991,17107,17121,17121,553,1166
11614,Shoes/Heels/Sofft/7756087.72.jpg,2,3,6,12,14,183,3561,4482,4701,4770,4792,4798,4798,590,2436
49787,Shoes/Flats/LAUREN Ralph Lauren/8132772.3.jpg,5,2,22,66,346,1517,3239,4057,4259,4324,4344,4349,4349,1367,1091
47626,Sandals/Flat/Volcom/8095296.14.jpg,3,6,16,48,81,1653,2312,15026,16344,16753,16865,16878,16878,1363,2203
12798,Boots/Mid-Calf/Frye/7792157.352757.jpg,4,3,9,49,82,109,117,2371,2470,2506,2517,2518,2518,1447,1117
25937,Shoes/Sneakers and Athletic Shoes/SKECHERS KIDS/7976939.3.jpg,0,5,20,82,255,1573,2184,9186,9814,10014,10087,10098,10098,728,956
48015,Sandals/Flat/Onex/8102618.43.jpg,3,4,15,20,26,106,3581,15426,16801,17228,17353,17367,17367,213,2248
21485,Shoes/Boat Shoes/Frye Kids/7926079.337957.jpg,11,0,31,113,553,3641,5958,7843,8321,8486,8534,8541,8541,1775,70
9524,Boots/Ankle/EMU Australia/7683065.1679.jpg,1,4,25,73,179,2023,2953,3677,3855,3909,3927,3931,3931,1252,228
5039,Shoes/Sneakers and Athletic Shoes/Rocket Dog/7498391.406780.jpg,0,4,25,64,260,1263,1653,1962,2036,2064,2072,2073,2073,1154,353
29962,Shoes/Oxfords/Rockport/7996596.103.jpg,8,5,20,31,549,3611,7588,10436,11189,11418,11495,11506,11506,756,274
8261,Shoes/Heels/Stuart Weitzman/7647941.89.jpg,2,6,16,48,81,154,1208,1412,1464,1488,1493,1494,1494,1363,1413
28756,Boots/Mid-Calf/Old Gringo/7991162.47483.jpg,4,3,7,8,184,293,321,7540,7996,8152,8197,8204,8204,1595,1205
7996,Boots/Mid-Calf/UGG Kids/7633182.3.jpg,4,5,11,28,143,594,1940,2325,2421,2457,2468,2469,2469,1113,2055
2234,Shoes/Heels/rsvp/7255137.89.jpg,2,3,6,12,14,275,298,864,888,901,905,905,905,1370,1394
23149,Sandals/Flat/VOLATILE/7956306.19.jpg,3,6,16,48,81,134,655,8343,8904,9080,9144,9155,9155,1363,1413
40006,Boots/Knee High/ara/8037360.82.jpg,7,3,9,49,181,591,692,774,797,808,811,811,811,709,2053
25815,Shoes/Heels/Stuart Weitzman Bridal & Evening Collection/7976636.99.jpg,2,4,29,76,173,269,6254,9141,9766,9966,10039,10050,10050,889,1780
19684,Boots/Ankle/Stuart Weitzman for The Cool People/7902076.3.jpg,1,2,3,3,176,542,5568,7280,7712,7861,7903,7910,7910,758,1538
21790,Shoes/Flats/Cienta Kids Shoes/7929776.1334.jpg,5,7,26,93,310,1105,1410,1657,1719,1744,1750,1751,1751,171,357
8046,Sandals/Flat/Reef/7638062.77556.jpg,3,6,16,48,81,1739,2471,3040,3179,3227,3245,3247,3247,923,1438
41964,Sandals/Flat/Grazie/8048647.200.jpg,3,6,16,48,252,1279,1672,1984,2061,2089,2097,2098,2098,471,134
15225,Boots/Mid-Calf/Polo Ralph Lauren Kids/7834038.14186.jpg,4,7,26,93,310,2927,4500,5793,6106,6205,6238,6245,6245,1805,1064
22437,Shoes/Sneakers and Athletic Shoes/New Balance/7942186.3.jpg,0,3,6,24,159,3722,6129,8122,8649,8820,8878,8889,8889,260,1359
46626,Shoes/Loafers/Ralph Lauren Collection/8083906.394064.jpg,6,5,20,82,294,4524,7735,15092,16416,16830,16943,16957,16957,1504,1571
26307,Boots/Ankle/Stuart Weitzman/7977961.97280.jpg,1,2,30,88,287,2636,6835,9288,9920,10120,10194,10205,10205,735,749
25441,Shoes/Sneakers and Athletic Shoes/Reebok/7975663.389040.jpg,0,0,8,9,11,621,6706,9051,9667,9862,9933,9944,9944,883,686
47909,Shoes/Flats/Ralph Lauren Layette Kids/8101369.399145.jpg,5,6,27,74,299,4190,10009,15399,16774,17201,17325,17339,17339,272,2351
25733,Boots/Knee High/Hunter/7976458.5137.jpg,7,6,13,58,111,161,174,180,2550,2586,2598,2599,2599,184,2277
424,Boots/Mid-Calf/UGG/115328.401.jpg,4,6,13,58,111,161,174,180,184,189,191,191,191,184,2277
46997,Shoes/Heels/Badgley Mischka/8087696.3528.jpg,2,6,16,21,300,1459,5837,7676,16525,16942,17058,17072,17072,1748,2244
49401,Shoes/Heels/LAUREN Ralph Lauren/8125554.897.jpg,2,6,16,21,27,605,1598,8270,8820,8995,9057,9068,9068,1467,1632
42722,Shoes/Sneakers and Athletic Shoes/Steve Madden/8053820.43863.jpg,0,6,27,80,241,2192,9844,14129,15346,15717,15822,15835,15835,543,619
14989,Boots/Ankle/Naot Footwear/7829924.131758.jpg,1,2,5,6,66,2891,4433,5699,6004,6101,6134,6141,6141,811,18
31170,Shoes/Sneakers and Athletic Shoes/Stride Rite/8000175.1412.jpg,0,5,20,81,264,2479,6388,10317,11058,11285,11362,11373,11373,540,753
49501,Shoes/Sneakers and Athletic Shoes/Rocket Dog/8127034.393610.jpg,0,4,25,47,221,1267,1657,13866,15049,16508,16619,16632,16632,1515,389
20254,Shoes/Sneakers and Athletic Shoes/Sanuk/7909835.6.jpg,0,5,28,61,115,3508,5696,7474,7919,8072,8116,8123,8123,465,706
25246,Boots/Ankle/ECCO/7973718.3.jpg,1,3,9,49,181,737,2021,8000,9613,9804,9875,9886,9886,709,2053
17131,Shoes/Flats/Sam Edelman/7874781.132278.jpg,5,4,25,47,332,1370,2551,6483,6858,6982,7020,7027,7027,1652,1772
24764,Shoes/Heels/KORS Michael Kors/7971522.353198.jpg,2,4,29,75,402,1582,2430,6573,9453,9643,9714,9725,9725,324,2233
22305,Shoes/Sneakers and Athletic Shoes/Levi's Shoes/7939204.9.jpg,0,7,14,19,98,1754,3575,8073,8594,8764,8819,8827,8827,413,975
25920,Boots/Ankle/Keen/7976866.355943.jpg,1,3,6,24,65,2452,3642,9177,9805,10005,10078,10089,10089,591,1973
49275,Shoes/Heels/Truth or Dare By Madonna/8122733.973.jpg,2,6,24,44,205,1245,1623,15668,17072,17506,17636,17651,17651,701,655
5557,Sandals/Heel/Coloriffics/7530027.192947.jpg,14,6,16,48,81,154,1208,1560,1620,1645,1651,1652,1652,1363,1413
37384,Shoes/Flats/Vince Camuto/8026542.108482.jpg,5,4,25,47,221,418,2645,3440,3600,3651,3669,3671,3671,1515,231
28863,Shoes/Flats/Ivanka Trump/7991657.21470.jpg,5,6,24,44,411,4345,7354,10055,10777,10995,11071,11082,11082,1233,1103
43169,Shoes/Sneakers and Athletic Shoes/Sanuk/8057866.8914.jpg,0,5,11,15,18,5469,9910,14244,15478,15853,15959,15972,15972,1165,199
44320,Shoes/Heels/Rachel Roy/8066088.6245.jpg,2,6,16,48,283,719,2694,14520,15789,16181,16291,16304,16304,1639,2368
39065,Shoes/Oxfords/VOLATILE/8032089.401.jpg,8,4,29,62,119,3720,6125,13120,14192,14529,14624,14637,14637,838,1003
34322,Shoes/Oxfords/Mephisto/8015458.368144.jpg,8,1,17,25,117,2292,6204,11829,12732,13024,13107,13118,13118,1339,2282
18668,Shoes/Sneakers and Athletic Shoes/Puma Kids/7892160.349560.jpg,0,7,14,19,165,482,1862,2221,2314,2348,2358,2359,2359,986,487
14216,Boots/Mid-Calf/Kamik Kids/7817096.3.jpg,4,5,11,15,484,2560,3859,4895,5141,5787,5816,5823,5823,1092,98
19289,Shoes/Heels/Giuseppe Zanotti/7897023.30111.jpg,2,3,6,7,24,312,343,7156,7578,7717,7758,7765,7765,437,783
6289,Boots/Mid-Calf/Kamik/7561821.381.jpg,4,0,8,9,11,1466,1994,2397,2496,2532,2543,2544,2544,576,1386
33327,Shoes/Flats/LOVE Moschino/8010767.3.jpg,5,3,9,13,15,578,676,756,779,790,793,793,793,1405,2413
28814,Shoes/Loafers/SKECHERS/7991363.2957.jpg,6,6,27,74,299,815,7349,10040,10760,10977,11053,11064,11064,272,1918
17262,Sandals/Flat/Salvatore Ferragamo/7877858.383186.jpg,3,6,16,48,81,160,5043,6521,6901,7026,7064,7071,7071,1456,2347
21304,Shoes/Sneakers and Athletic Shoes/Nike/7925601.337656.jpg,0,4,15,22,79,1442,1937,2322,2418,2454,2465,2466,2466,353,700
45570,Shoes/Clogs and Mules/Merrell/8075749.158.jpg,9,4,25,47,221,5612,10252,14834,16130,16535,16646,16659,16659,1515,389
19911,Shoes/Heels/Seychelles/7904204.390845.jpg,2,6,24,94,314,2566,5629,7361,7799,7949,7992,7999,7999,280,627
34443,Boots/Ankle/Annie/8015881.229.jpg,1,4,29,76,173,2747,4175,11883,12791,13083,13166,13177,13177,966,225
27680,Boots/Ankle/Born/7985639.359083.jpg,1,7,26,51,85,114,7107,9677,10362,10569,10644,10655,10655,978,636
17284,Shoes/Sneakers and Athletic Shoes/adidas Running/7878605.356009.jpg,0,7,14,19,98,3183,5048,6527,6908,7033,7071,7078,7078,488,2396
35280,Boots/Mid-Calf/Western Chief Kids/8019106.767.jpg,4,7,23,43,200,2101,8633,12096,13029,13333,13417,13428,13428,1554,2008
46762,Slippers/Slipper Flats/Justin/8084910.429.jpg,10,7,14,35,210,5687,10400,15127,16460,16874,16987,17001,17001,1250,436
14687,Shoes/Oxfords/Cole Haan/7822882.82.jpg,8,1,4,18,22,23,24,25,657,5974,6004,6011,6011,579,1067
