,label_gran_1,label_gran_2,label_gran_3,label_gran_4,label_gran_5,label_gran_6,label_gran_7,label_gran_8,label_gran_9,label_gran_10,label_gran_11,label_gran_12,label_gran_13,label_gran_14,class,path
1521,0,0,0,0,1,2,4,9,14,23,32,40,62,64,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_1031.jpg
1522,1,3,6,12,25,50,99,186,302,476,652,785,999,1051,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_1044.jpg
1523,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_1049.jpg
1524,0,1,2,5,11,22,45,87,141,235,329,405,545,574,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_11.jpg
1525,0,1,2,4,9,18,36,71,114,193,268,331,449,468,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_120.jpg
1526,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_128.jpg
1527,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_135.jpg
1528,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_140.jpg
1529,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_141.jpg
1530,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_153.jpg
1531,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_158.jpg
1532,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_168.jpg
1533,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_177.jpg
1534,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_185.jpg
1535,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_19.jpg
1536,0,1,2,4,8,16,32,63,104,176,243,304,408,423,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_2.jpg
1537,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_200.jpg
1538,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_207.jpg
1539,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_21.jpg
1540,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_210.jpg
1541,0,1,2,4,9,18,36,71,114,193,269,333,452,473,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_223.jpg
1542,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_226.jpg
1543,0,1,2,4,9,18,36,71,115,196,274,340,463,487,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_23.jpg
1544,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_232.jpg
1545,1,2,4,8,17,34,67,127,206,334,463,555,712,751,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_234.jpg
1546,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_24.jpg
1547,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_242.jpg
1548,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_243.jpg
1549,1,2,4,8,16,32,63,121,198,323,450,538,692,730,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_244.jpg
1550,1,3,6,13,27,54,106,197,319,502,690,831,1056,1126,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_261.jpg
1551,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_262.jpg
1552,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_264.jpg
1553,0,1,2,5,11,23,47,91,148,246,344,425,569,601,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_265.jpg
1554,0,1,2,4,9,18,37,73,118,199,278,344,468,492,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_266.jpg
1555,0,0,0,1,3,6,12,25,39,65,94,120,173,178,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_270.jpg
1556,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_277.jpg
1557,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_279.jpg
1558,0,1,2,5,11,22,44,85,137,228,318,391,524,551,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_281.jpg
1559,1,3,6,12,25,50,99,186,302,476,652,785,999,1051,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_29.jpg
1560,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_308.jpg
1561,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_310.jpg
1562,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_319.jpg
1563,0,1,2,4,8,16,32,63,104,176,243,304,409,425,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_33.jpg
1564,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_331.jpg
1565,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_334.jpg
1566,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_338.jpg
1567,0,1,2,4,8,16,32,63,104,176,243,304,409,425,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_339.jpg
1568,0,1,2,4,8,16,32,63,104,176,243,304,409,425,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_341.jpg
1569,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_349.jpg
1570,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_35.jpg
1571,0,1,2,4,9,18,36,71,114,193,268,331,450,471,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_352.jpg
1572,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_36.jpg
1573,1,3,6,12,25,50,99,186,302,476,652,785,999,1051,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_364.jpg
1574,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_378.jpg
1575,0,0,0,0,1,2,4,9,14,23,33,42,65,69,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_380.jpg
1576,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_381.jpg
1577,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_384.jpg
1578,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_387.jpg
1579,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_390.jpg
1580,1,3,7,14,29,58,112,208,337,531,735,883,1115,1193,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_399.jpg
1581,0,1,2,4,9,18,37,73,118,199,279,346,471,496,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_406.jpg
1582,0,1,2,4,8,16,32,63,104,176,242,302,405,417,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_409.jpg
1583,0,1,2,4,8,16,32,63,104,176,243,304,409,425,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_414.jpg
1584,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_425.jpg
1585,1,3,6,12,24,48,95,180,295,468,639,769,979,1025,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_428.jpg
1586,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_429.jpg
1587,1,3,6,12,25,50,100,187,305,482,663,800,1016,1075,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_442.jpg
1588,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_443.jpg
1589,0,1,2,4,8,16,32,63,104,176,243,304,408,424,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_457.jpg
1590,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_460.jpg
1591,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_476.jpg
1592,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_482.jpg
1593,0,1,2,4,9,18,37,73,118,199,279,346,471,496,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_486.jpg
1594,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_487.jpg
1595,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_497.jpg
1596,0,1,2,4,9,18,36,71,114,193,268,331,450,471,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_506.jpg
1597,0,0,0,0,0,0,0,1,2,4,6,8,13,13,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_508.jpg
1598,0,1,3,6,13,26,52,100,162,267,374,455,604,640,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_510.jpg
1599,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_516.jpg
1600,0,0,0,1,3,6,12,25,39,65,93,119,172,177,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_519.jpg
1601,1,3,6,12,25,50,99,186,302,476,652,785,999,1051,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_526.jpg
1602,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_531.jpg
1603,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_534.jpg
1604,0,1,3,6,12,24,48,93,152,252,352,433,580,612,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_535.jpg
1605,0,1,2,4,8,16,32,63,104,176,243,304,409,425,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_537.jpg
1606,1,3,6,12,25,50,99,186,302,476,652,785,999,1051,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_548.jpg
1607,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_552.jpg
1608,0,1,3,6,12,24,48,92,150,248,348,429,575,607,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_556.jpg
1609,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_56.jpg
1610,1,3,6,12,25,50,99,186,302,476,652,785,999,1051,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_560.jpg
1611,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_566.jpg
1612,1,3,7,14,29,58,112,208,337,531,736,884,1116,1195,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_572.jpg
1613,0,1,2,4,8,16,32,63,104,176,243,304,409,425,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_573.jpg
1614,0,0,1,2,5,10,20,40,64,107,151,191,266,274,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_58.jpg
1615,1,3,6,12,25,50,99,186,302,476,652,785,998,1050,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_580.jpg
1616,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_582.jpg
1617,1,2,4,8,16,32,63,120,196,320,446,533,686,724,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_584.jpg
1618,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_595.jpg
1619,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_596.jpg
1620,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_605.jpg
1621,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_607.jpg
1622,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_61.jpg
1623,1,3,6,12,24,48,95,179,293,466,636,766,975,1019,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_619.jpg
1624,0,0,0,1,3,6,12,25,39,65,93,118,169,174,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_626.jpg
1625,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_628.jpg
1626,1,3,6,12,25,50,99,186,303,478,657,794,1009,1066,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_63.jpg
1627,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_631.jpg
1628,1,3,6,12,24,48,95,179,293,466,636,766,975,1019,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_634.jpg
1629,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_641.jpg
1630,1,3,6,12,24,48,95,179,293,466,637,767,976,1021,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_643.jpg
1631,1,3,6,12,25,50,99,186,302,476,652,785,999,1051,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_646.jpg
1632,1,3,6,12,24,48,95,180,295,468,639,769,979,1025,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_650.jpg
1633,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_652.jpg
1634,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_654.jpg
1635,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_661.jpg
1636,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_663.jpg
1637,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_666.jpg
1638,0,1,2,5,11,22,45,87,141,235,329,405,545,574,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_670.jpg
1639,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_675.jpg
1640,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_677.jpg
1641,1,2,4,8,16,32,63,121,198,323,450,538,692,730,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_687.jpg
1642,1,3,6,12,25,50,99,186,302,476,652,785,998,1050,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_690.jpg
1643,0,0,0,0,1,2,4,9,14,23,32,40,62,64,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_692.jpg
1644,0,1,2,4,8,16,32,63,104,176,243,304,409,425,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_7.jpg
1645,0,0,1,2,4,8,16,32,52,86,124,160,228,235,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_704.jpg
1646,1,3,7,14,28,56,110,204,330,520,718,865,1095,1171,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_705.jpg
1647,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_706.jpg
1648,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_709.jpg
1649,0,1,3,6,13,26,52,99,160,263,367,448,596,630,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_711.jpg
1650,1,2,4,8,16,32,63,121,198,323,450,538,692,730,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_722.jpg
1651,0,1,2,4,8,16,33,65,107,182,251,313,422,439,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_725.jpg
1652,0,1,2,4,9,18,36,71,114,193,268,331,450,471,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_727.jpg
1653,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_74.jpg
1654,0,1,3,6,13,26,52,99,161,265,370,451,599,633,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_743.jpg
1655,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_748.jpg
1656,0,1,2,4,8,16,32,63,104,176,243,304,409,425,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_753.jpg
1657,1,3,6,12,25,50,99,186,302,476,652,785,999,1051,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_755.jpg
1658,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_762.jpg
1659,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_77.jpg
1660,0,0,0,0,0,0,0,1,2,4,6,8,14,14,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_783.jpg
1661,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_79.jpg
1662,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_793.jpg
1663,1,2,4,8,17,34,67,126,204,332,461,553,709,748,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_798.jpg
1664,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_806.jpg
1665,1,2,4,8,16,32,63,121,198,323,450,538,691,729,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_810.jpg
1666,0,0,1,3,7,14,28,55,89,148,201,245,335,344,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_817.jpg
1667,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_819.jpg
1668,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_824.jpg
1669,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_827.jpg
1670,0,0,0,0,1,2,4,9,14,23,32,40,62,64,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_83.jpg
1671,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_833.jpg
1672,1,3,6,12,25,50,99,186,302,476,652,785,999,1051,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_837.jpg
1673,0,1,2,4,9,18,36,71,114,194,270,335,456,478,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_843.jpg
1674,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_847.jpg
1675,0,1,2,4,8,16,32,63,104,176,242,302,406,419,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_849.jpg
1676,0,0,0,0,0,0,0,1,2,4,6,8,14,14,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_851.jpg
1677,0,0,0,0,1,2,4,9,15,26,38,51,76,80,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_852.jpg
1678,0,1,2,4,9,18,36,70,112,191,264,327,444,463,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_854.jpg
1679,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_86.jpg
1680,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_88.jpg
1681,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_886.jpg
1682,1,3,6,12,24,48,95,180,295,468,640,771,982,1030,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_896.jpg
1683,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_90.jpg
1684,1,2,4,8,16,32,63,121,198,323,450,538,691,729,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_909.jpg
1685,1,2,5,10,20,40,79,148,240,380,517,620,795,837,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_911.jpg
1686,0,1,2,4,8,16,32,63,104,176,242,302,405,418,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_916.jpg
1687,1,3,6,12,25,50,99,186,302,476,653,787,1002,1056,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_919.jpg
1688,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_924.jpg
1689,0,0,0,0,1,2,4,9,14,23,33,42,65,69,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_930.jpg
1690,1,2,5,10,21,42,83,155,251,397,541,648,830,872,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_950.jpg
1691,1,2,5,10,20,40,79,149,242,384,523,626,804,846,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_961.jpg
1692,0,1,2,4,9,18,36,71,114,193,268,331,450,470,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_974.jpg
1693,0,1,2,4,9,18,36,71,114,193,269,333,453,474,13,train/25--Soldier_Patrol/25_Soldier_Patrol_Soldier_Patrol_25_997.jpg
1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,train/27--Spa/27_Spa_Spa_27_110.jpg
1695,0,0,0,1,2,4,8,16,24,40,56,74,102,106,14,train/27--Spa/27_Spa_Spa_27_125.jpg
1696,0,0,0,1,2,4,8,16,24,40,56,74,102,106,14,train/27--Spa/27_Spa_Spa_27_13.jpg
1697,0,0,0,0,0,0,1,2,4,9,14,20,30,31,14,train/27--Spa/27_Spa_Spa_27_141.jpg
1698,0,0,0,1,2,4,9,18,28,47,65,87,124,129,14,train/27--Spa/27_Spa_Spa_27_165.jpg
1699,0,0,0,1,2,4,8,16,24,40,56,74,102,106,14,train/27--Spa/27_Spa_Spa_27_18.jpg
1700,0,0,0,1,2,4,8,16,24,40,56,74,102,106,14,train/27--Spa/27_Spa_Spa_27_207.jpg
1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,train/27--Spa/27_Spa_Spa_27_21.jpg
