,label_gran_0,label_gran_1,label_gran_2,label_gran_3,label_gran_4,label_gran_5,class,path
9615,15,7,3,1,0,0,7,Boots/Knee High/Pazitos/8002730.3.jpg
9616,3,1,0,0,0,0,1,Boots/Ankle/Columbia Kids/7964978.200066.jpg
9617,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Madden Girl/8131935.7907.jpg
9618,17,8,4,2,1,0,3,Sandals/Flat/Bass/7505979.72.jpg
9619,10,5,2,1,0,0,4,Boots/Mid-Calf/Ariat/7992659.361601.jpg
9620,8,4,2,1,0,0,6,Shoes/Loafers/Deer Stags/8046639.3.jpg
9621,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Stride Rite/7951992.5743.jpg
9622,15,7,3,1,0,0,7,Boots/Knee High/Nine West/8077091.5492.jpg
9623,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Lacoste/8073906.2537.jpg
9624,11,5,2,1,0,0,2,Shoes/Heels/Donna Karan/7883004.322948.jpg
9625,17,8,4,2,1,0,3,Sandals/Flat/Keen/7630111.262791.jpg
9626,10,5,2,1,0,0,4,Boots/Mid-Calf/Frye Kids/7671967.20.jpg
9627,17,8,4,2,1,0,3,Sandals/Flat/Finn Comfort/7506293.82.jpg
9628,10,5,2,1,0,0,4,Boots/Mid-Calf/Tretorn/7734409.3.jpg
9629,0,0,0,0,0,0,8,Shoes/Oxfords/Keen/7977521.110051.jpg
9630,3,1,0,0,0,0,1,Boots/Ankle/Born/7988439.359908.jpg
9631,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Asolo/7969472.8604.jpg
9632,0,0,0,0,0,0,8,Shoes/Oxfords/Timberland Kids/7659415.827.jpg
9633,11,5,2,1,0,0,2,Shoes/Heels/Ros Hommerson/7984257.89.jpg
9634,3,1,0,0,0,0,1,Boots/Ankle/Pedro Garcia/8030984.10859.jpg
9635,17,8,4,2,1,0,3,Sandals/Flat/Steven/8109007.72.jpg
9636,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7255074.195458.jpg
9637,17,8,4,2,1,0,3,Sandals/Flat/Kid Express/7926006.15.jpg
9638,12,6,3,1,0,0,5,Shoes/Flats/Sofft/8013606.42568.jpg
9639,10,5,2,1,0,0,4,Boots/Mid-Calf/AIGLE/8113193.413.jpg
9640,10,5,2,1,0,0,4,Boots/Mid-Calf/Gabriella Rocha/8023485.131808.jpg
9641,10,5,2,1,0,0,4,Boots/Mid-Calf/Tony Lama/7640750.214189.jpg
9642,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7977785.1413.jpg
9643,1,0,0,0,0,0,13,Shoes/Prewalker/Pazitos/7455345.935.jpg
9644,12,6,3,1,0,0,5,Shoes/Flats/Big Buddha/7851701.464.jpg
9645,11,5,2,1,0,0,2,Shoes/Heels/LAUREN Ralph Lauren/8055747.381533.jpg
9646,12,6,3,1,0,0,5,Shoes/Flats/Nine West/8113465.4048.jpg
9647,17,8,4,2,1,0,3,Sandals/Flat/Cobian/7942129.18.jpg
9648,10,5,2,1,0,0,4,Boots/Mid-Calf/Nina Kids/8017012.368811.jpg
9649,10,5,2,1,0,0,4,Boots/Mid-Calf/Durango/7138293.20.jpg
9650,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Running/7976983.310792.jpg
9651,11,5,2,1,0,0,2,Shoes/Heels/Truth or Dare By Madonna/8108063.89.jpg
9652,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Dansko/7217113.241775.jpg
9653,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Naturino/7988019.396.jpg
9654,3,1,0,0,0,0,1,Boots/Ankle/Roxy/7861352.275.jpg
9655,17,8,4,2,1,0,3,Sandals/Flat/Teva/7750743.275895.jpg
9656,17,8,4,2,1,0,3,Sandals/Flat/Gypsy SOULE/8008357.3.jpg
9657,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7925462.369553.jpg
9658,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8166561.115672.jpg
9659,11,5,2,1,0,0,2,Shoes/Heels/Nine West/8050776.328.jpg
9660,15,7,3,1,0,0,7,Boots/Knee High/Annie/8016005.368365.jpg
9661,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Kids/7973574.371649.jpg
9662,3,1,0,0,0,0,1,Boots/Ankle/Gentle Souls/8012760.72.jpg
9663,15,7,3,1,0,0,7,Boots/Knee High/Bouquets/8023154.23659.jpg
9664,17,8,4,2,1,0,3,Sandals/Flat/Keen/7718961.136923.jpg
9665,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Dansko/8081315.106.jpg
9666,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7650287.3.jpg
9667,8,4,2,1,0,0,6,Shoes/Loafers/Frye/7967465.51808.jpg
9668,5,2,1,0,0,0,10,Slippers/Slipper Flats/Haflinger/7802018.3.jpg
9669,3,1,0,0,0,0,1,Boots/Ankle/Primigi Kids/8020396.6.jpg
9670,12,6,3,1,0,0,5,Shoes/Flats/Sanuk/7909930.3.jpg
9671,3,1,0,0,0,0,1,Boots/Ankle/Steve Madden/8030108.216.jpg
9672,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Alegria/8014098.5759.jpg
9673,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vivobarefoot/7898542.203159.jpg
9674,17,8,4,2,1,0,3,Sandals/Flat/OluKai/7608133.43903.jpg
9675,3,1,0,0,0,0,1,Boots/Ankle/Kenneth Cole Reaction/8055304.3.jpg
9676,12,6,3,1,0,0,5,Shoes/Flats/School Issue/7261389.6.jpg
9677,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Giro/8103834.399965.jpg
9678,3,1,0,0,0,0,1,Boots/Ankle/UGG/7839346.3.jpg
9679,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/DC/7270764.139.jpg
9680,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7679205.369196.jpg
9681,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Camper/8084239.8742.jpg
9682,17,8,4,2,1,0,3,Sandals/Flat/Vaneli/8070761.388564.jpg
9683,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Newton Running/8029443.372933.jpg
9684,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7789301.288135.jpg
9685,8,4,2,1,0,0,6,Shoes/Loafers/Florsheim/8088521.395624.jpg
9686,15,7,3,1,0,0,7,Boots/Knee High/Fitzwell/8034874.5775.jpg
9687,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Reebok Kids/7979827.355257.jpg
9688,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/See Kai Run Kids/7901223.401.jpg
9689,10,5,2,1,0,0,4,Boots/Mid-Calf/Ariat/7562579.335513.jpg
9690,10,5,2,1,0,0,4,Boots/Mid-Calf/Diba/8072372.5434.jpg
9691,11,5,2,1,0,0,2,Shoes/Heels/KORS Michael Kors/7593542.521.jpg
9692,3,1,0,0,0,0,1,Boots/Ankle/UGG Kids/8032548.385.jpg
9693,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7976172.170097.jpg
9694,8,4,2,1,0,0,6,Shoes/Loafers/Primigi Kids/8021132.106.jpg
9695,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Lucchese/7994228.362189.jpg
9696,10,5,2,1,0,0,4,Boots/Mid-Calf/UGG/7882716.3.jpg
9697,17,8,4,2,1,0,3,Sandals/Flat/Jumping Jacks Kids/7902917.755.jpg
9698,11,5,2,1,0,0,2,Shoes/Heels/Ros Hommerson/7558775.205142.jpg
9699,12,6,3,1,0,0,5,Shoes/Flats/Elephantito/7764110.632.jpg
9700,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7975964.134509.jpg
9701,10,5,2,1,0,0,4,Boots/Mid-Calf/Stonz/8105523.400632.jpg
9702,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Keen/7977427.356230.jpg
9703,15,7,3,1,0,0,7,Boots/Knee High/LAUREN Ralph Lauren/8055445.381399.jpg
9704,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Supra/7422567.151287.jpg
9705,0,0,0,0,0,0,8,Shoes/Oxfords/Clarks/7833375.216.jpg
9706,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SLVR/8087239.395159.jpg
9707,15,7,3,1,0,0,7,Boots/Knee High/Camper Kids/7988182.3.jpg
9708,12,6,3,1,0,0,5,Shoes/Flats/Franco Sarto/7955929.218.jpg
9709,17,8,4,2,1,0,3,Sandals/Flat/Crocs/7818420.234306.jpg
9710,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Primigi Kids/8031660.3.jpg
9711,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8129986.291276.jpg
9712,3,1,0,0,0,0,1,Boots/Ankle/Donald J Pliner/7976786.20.jpg
9713,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/8055432.381378.jpg
9714,10,5,2,1,0,0,4,Boots/Mid-Calf/Sorel/7244099.3.jpg
9715,0,0,0,0,0,0,8,Shoes/Oxfords/Dolce & Gabbana/8014401.396.jpg
9716,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Nurse Mates/7616747.377944.jpg
9717,10,5,2,1,0,0,4,Boots/Mid-Calf/Sorel Kids/7661819.288893.jpg
9718,10,5,2,1,0,0,4,Boots/Mid-Calf/Sorel/7981836.3.jpg
9719,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Converse Kids/7541641.142860.jpg
9720,3,1,0,0,0,0,1,Boots/Ankle/The North Face Kids/7793104.281071.jpg
9721,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/pediped/7620206.17208.jpg
9722,12,6,3,1,0,0,5,Shoes/Flats/Cole Haan Kids/8031077.89.jpg
9723,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Prince/7953997.6608.jpg
9724,8,4,2,1,0,0,6,Shoes/Loafers/Cole Haan/7821968.254545.jpg
9725,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Speedo/7913586.436.jpg
9726,0,0,0,0,0,0,8,Shoes/Oxfords/Finn Comfort/8013414.82.jpg
9727,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Outdoor/7881946.383458.jpg
9728,15,7,3,1,0,0,7,Boots/Knee High/Frye/7792015.289861.jpg
9729,11,5,2,1,0,0,2,Shoes/Heels/Cole Haan/8000947.214805.jpg
9730,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Montrail/7920236.335115.jpg
9731,10,5,2,1,0,0,4,Boots/Mid-Calf/Kamik Kids/7666290.70997.jpg
9732,3,1,0,0,0,0,1,Boots/Ankle/Clarks/105989.227306.jpg
9733,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8164765.32.jpg
9734,15,7,3,1,0,0,7,Boots/Knee High/Romantic Soles/8020675.798.jpg
9735,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Reebok/8071495.742.jpg
9736,10,5,2,1,0,0,4,Boots/Mid-Calf/Converse Kids/8035037.374705.jpg
9737,11,5,2,1,0,0,2,Shoes/Heels/rsvp/8044125.9.jpg
9738,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS Work/7936243.3.jpg
9739,12,6,3,1,0,0,5,Shoes/Flats/Rockport/7996744.49766.jpg
9740,8,4,2,1,0,0,6,Shoes/Loafers/Munro American/7851877.373570.jpg
9741,12,6,3,1,0,0,5,Shoes/Flats/Vivienne Westwood/7917682.13875.jpg
9742,11,5,2,1,0,0,2,Shoes/Heels/CARLOS by Carlos Santana/8063833.202.jpg
9743,17,8,4,2,1,0,3,Sandals/Flat/adidas Kids/8074637.3132.jpg
9744,17,8,4,2,1,0,3,Sandals/Flat/Gentle Souls/7835143.3.jpg
9745,13,6,3,1,0,0,16,Shoes/Crib Shoes/Vans Kids/7290527.375083.jpg
9746,17,8,4,2,1,0,3,Sandals/Flat/Naot Footwear/7847718.4565.jpg
9747,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8059026.3.jpg
9748,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/7925386.370353.jpg
9749,17,8,4,2,1,0,3,Sandals/Flat/O'Neill/8091979.79853.jpg
9750,17,8,4,2,1,0,3,Sandals/Flat/Gypsy SOULE/7850509.3.jpg
9751,3,1,0,0,0,0,1,Boots/Ankle/Primigi Kids/8020399.6.jpg
9752,3,1,0,0,0,0,1,Boots/Ankle/Harley-Davidson/8045735.3.jpg
9753,10,5,2,1,0,0,4,Boots/Mid-Calf/Frye/7175346.81355.jpg
9754,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/7421558.340442.jpg
9755,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Salomon/7815150.391077.jpg
9756,11,5,2,1,0,0,2,Shoes/Heels/Bouquets/7942015.12398.jpg
9757,3,1,0,0,0,0,1,Boots/Ankle/Merrell/7813342.359.jpg
9758,17,8,4,2,1,0,3,Sandals/Flat/David Tate/7812655.632.jpg
9759,11,5,2,1,0,0,2,Shoes/Heels/Rachel Zoe/8034368.442.jpg
9760,17,8,4,2,1,0,3,Sandals/Flat/Tommy Bahama/7925442.46248.jpg
9761,10,5,2,1,0,0,4,Boots/Mid-Calf/Sorel Kids/7661798.288883.jpg
9762,15,7,3,1,0,0,7,Boots/Knee High/Chinese Laundry/8029254.17498.jpg
9763,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals/7230966.24436.jpg
9764,15,7,3,1,0,0,7,Boots/Knee High/Grazie/8108745.3.jpg
9765,8,4,2,1,0,0,6,Shoes/Loafers/Stuart Weitzman for The Cool People/8008945.38010.jpg
9766,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/7677925.5222.jpg
9767,10,5,2,1,0,0,4,Boots/Mid-Calf/Teva/7960654.422.jpg
9768,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7973436.409.jpg
9769,8,4,2,1,0,0,6,Shoes/Loafers/Keen/7804859.156329.jpg
9770,11,5,2,1,0,0,2,Shoes/Heels/Madden Girl/8120217.80.jpg
9771,15,7,3,1,0,0,7,Boots/Knee High/UGG Collection/7990538.3877.jpg
9772,11,5,2,1,0,0,2,Shoes/Heels/Betsey Johnson/8114242.24132.jpg
9773,5,2,1,0,0,0,10,Slippers/Slipper Flats/Patricia Green/8052666.3.jpg
9774,17,8,4,2,1,0,3,Sandals/Flat/Minnetonka/7904942.2957.jpg
9775,17,8,4,2,1,0,3,Sandals/Flat/Gentle Souls/7835141.3.jpg
9776,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Brooks/7864574.315207.jpg
9777,17,8,4,2,1,0,3,Sandals/Flat/Salt Water Sandal by Hoy Shoes/7128902.559.jpg
9778,17,8,4,2,1,0,3,Sandals/Flat/Sanuk/7209573.423.jpg
9779,10,5,2,1,0,0,4,Boots/Mid-Calf/Kamik Kids/7998229.580.jpg
9780,11,5,2,1,0,0,2,Shoes/Heels/Seychelles/8013836.6700.jpg
9781,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/8082457.393564.jpg
9782,10,5,2,1,0,0,4,Boots/Mid-Calf/Call it SPRING/8060216.9.jpg
9783,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Native Shoes/7821102.102522.jpg
9784,17,8,4,2,1,0,3,Sandals/Flat/Indigo by Clarks/7892487.281.jpg
9785,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7788329.336406.jpg
9786,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7873342.367061.jpg
9787,11,5,2,1,0,0,2,Shoes/Heels/Fitzwell/8039262.3.jpg
9788,3,1,0,0,0,0,1,Boots/Ankle/adidas/8030969.3.jpg
9789,3,1,0,0,0,0,1,Boots/Ankle/Naot Footwear/7563155.164443.jpg
9790,8,4,2,1,0,0,6,Shoes/Loafers/Venettini Kids/8039885.376203.jpg
9791,8,4,2,1,0,0,6,Shoes/Loafers/Dunham/8021828.275.jpg
9792,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7984074.196914.jpg
9793,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8065338.144.jpg
9794,3,1,0,0,0,0,1,Boots/Ankle/Clarks Kids/7706239.106.jpg
9795,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Crocs Kids/8130490.363007.jpg
9796,15,7,3,1,0,0,7,Boots/Knee High/Gabriella Rocha/8000152.184651.jpg
9797,11,5,2,1,0,0,2,Shoes/Heels/Nine West/8050798.594.jpg
9798,10,5,2,1,0,0,4,Boots/Mid-Calf/Tecnica/7997960.3.jpg
9799,5,2,1,0,0,0,10,Slippers/Slipper Flats/EMU Australia/7739053.18.jpg
9800,8,4,2,1,0,0,6,Shoes/Loafers/ara/7403221.320654.jpg
9801,12,6,3,1,0,0,5,Shoes/Flats/Frye/7970555.381042.jpg
9802,10,5,2,1,0,0,4,Boots/Mid-Calf/Kamik/7743704.568.jpg
9803,3,1,0,0,0,0,1,Boots/Ankle/Robeez/7501348.9.jpg
9804,3,1,0,0,0,0,1,Boots/Ankle/Nike Kids/7979410.183092.jpg
9805,8,4,2,1,0,0,6,Shoes/Loafers/Kenneth Cole Reaction Kids/7818327.72.jpg
9806,11,5,2,1,0,0,2,Shoes/Heels/Kate Spade New York/7970938.353017.jpg
9807,12,6,3,1,0,0,5,Shoes/Flats/DV by Dolce Vita/8047172.521.jpg
9808,3,1,0,0,0,0,1,Boots/Ankle/Nine West/8050595.5492.jpg
9809,12,6,3,1,0,0,5,Shoes/Flats/Arcopedico/7999443.363809.jpg
9810,5,2,1,0,0,0,10,Slippers/Slipper Flats/Foamtreads Kids/7439615.3395.jpg
9811,5,2,1,0,0,0,10,Slippers/Slipper Flats/L.B. Evans/7151938.3.jpg
9812,3,1,0,0,0,0,1,Boots/Ankle/UGG/7324204.621.jpg
9813,11,5,2,1,0,0,2,Shoes/Heels/BCBGeneration/8080597.3.jpg
9814,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Ocean Minded/7705351.20.jpg
9815,11,5,2,1,0,0,2,Shoes/Heels/Kenneth Cole Reaction Kids/7819062.300685.jpg
9816,11,5,2,1,0,0,2,Shoes/Heels/Donald J Pliner/8018433.183092.jpg
9817,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Reebok Kids/7979453.315448.jpg
9818,11,5,2,1,0,0,2,Shoes/Heels/Rachel Kids/8025412.136.jpg
9819,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Montrail/7920237.384443.jpg
9820,0,0,0,0,0,0,8,Shoes/Oxfords/Dunham/7221477.3.jpg
9821,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vasque/7909691.331954.jpg
9822,14,7,3,1,0,0,9,Shoes/Clogs and Mules/Naot Footwear/7830004.303915.jpg
9823,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/DC Kids/7856995.409.jpg
9824,1,0,0,0,0,0,13,Shoes/Prewalker/pediped/7671496.9.jpg
9825,11,5,2,1,0,0,2,Shoes/Heels/Anne Klein/8091013.396437.jpg
9826,15,7,3,1,0,0,7,Boots/Knee High/Spirit by Lucchese/8088748.18.jpg
9827,17,8,4,2,1,0,3,Sandals/Flat/Think!/7925644.337589.jpg
9828,3,1,0,0,0,0,1,Boots/Ankle/Bedstu/8034016.19.jpg
9829,8,4,2,1,0,0,6,Shoes/Loafers/Stuart Weitzman/8064136.385129.jpg
9830,3,1,0,0,0,0,1,Boots/Ankle/Timberland Kids/8112010.402694.jpg
9831,11,5,2,1,0,0,2,Shoes/Heels/Kenneth Cole Reaction/7925432.72.jpg
9832,11,5,2,1,0,0,2,Shoes/Heels/Nine West/7798031.128829.jpg
9833,10,5,2,1,0,0,4,Boots/Mid-Calf/Stetson/7706257.3.jpg
9834,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Merrell Kids/7973166.5667.jpg
9835,17,8,4,2,1,0,3,Sandals/Flat/David Tate/7620266.137401.jpg
9836,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8039288.3.jpg
9837,11,5,2,1,0,0,2,Shoes/Heels/Coloriffics/8083292.632.jpg
9838,10,5,2,1,0,0,4,Boots/Mid-Calf/Lucchese/8100287.399011.jpg
9839,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Keen/7977423.3.jpg
9840,20,10,5,2,1,0,12,Shoes/Firstwalker/Enzo Kids/7929686.9.jpg
9841,12,6,3,1,0,0,5,Shoes/Flats/Arcopedico/7328342.401.jpg
9842,3,1,0,0,0,0,1,Boots/Ankle/Eric Michael/8020585.423.jpg
9843,12,6,3,1,0,0,5,Shoes/Flats/Pazitos/7844871.200.jpg
9844,10,5,2,1,0,0,4,Boots/Mid-Calf/Bates Footwear/7496348.621.jpg
9845,11,5,2,1,0,0,2,Shoes/Heels/Nine West/8113378.99.jpg
9846,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/K-Swiss Kids/7667032.269304.jpg
9847,8,4,2,1,0,0,6,Shoes/Loafers/Mephisto/7506854.104.jpg
9848,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Osiris Kids/7862354.3597.jpg
9849,17,8,4,2,1,0,3,Sandals/Flat/Kork-Ease/7615769.3.jpg
9850,17,8,4,2,1,0,3,Sandals/Flat/Finn Comfort/7305950.129040.jpg
9851,17,8,4,2,1,0,3,Sandals/Flat/Juicy Couture Kids/7918082.144507.jpg
9852,12,6,3,1,0,0,5,Shoes/Flats/Arche/7790561.342643.jpg
9853,8,4,2,1,0,0,6,Shoes/Loafers/Frye/8003514.364866.jpg
9854,17,8,4,2,1,0,3,Sandals/Flat/La Plume/7793680.3.jpg
9855,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Call it SPRING/8064837.184651.jpg
9856,10,5,2,1,0,0,4,Boots/Mid-Calf/Gypsy SOULE/8117412.6.jpg
9857,11,5,2,1,0,0,2,Shoes/Heels/Trotters/7820037.300937.jpg
9858,3,1,0,0,0,0,1,Boots/Ankle/Keen/7366299.390931.jpg
9859,12,6,3,1,0,0,5,Shoes/Flats/Bloch/8005926.3.jpg
9860,15,7,3,1,0,0,7,Boots/Knee High/Roper Kids/8005964.559.jpg
9861,8,4,2,1,0,0,6,Shoes/Loafers/Annie/8016837.248303.jpg
9862,11,5,2,1,0,0,2,Shoes/Heels/Miz Mooz/8032072.17.jpg
9863,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7756792.281488.jpg
9864,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/School Issue/7648532.15.jpg
9865,10,5,2,1,0,0,4,Boots/Mid-Calf/La Canadienne/7996909.72.jpg
9866,3,1,0,0,0,0,1,Boots/Ankle/Frye/7720128.69259.jpg
9867,8,4,2,1,0,0,6,Shoes/Loafers/Sanuk/7992641.6.jpg
9868,17,8,4,2,1,0,3,Sandals/Flat/Dirty Laundry/8085606.3.jpg
9869,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/New Balance Kids/7931252.14.jpg
9870,5,2,1,0,0,0,10,Slippers/Slipper Flats/Ragg Kids/7847837.427.jpg
9871,5,2,1,0,0,0,10,Slippers/Slipper Flats/Haflinger Kids/7968480.603.jpg
9872,5,2,1,0,0,0,10,Slippers/Slipper Flats/Gabriella Rocha/7844373.3.jpg
9873,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Original Penguin/7793240.370007.jpg
9874,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/DC Kids/7605805.53791.jpg
9875,3,1,0,0,0,0,1,Boots/Ankle/Carhartt/8045248.377655.jpg
9876,3,1,0,0,0,0,1,Boots/Ankle/Minnetonka Kids/7781013.677.jpg
9877,4,2,1,0,0,0,11,Shoes/Boat Shoes/Sperry Top-Sider/7871313.45872.jpg
9878,10,5,2,1,0,0,4,Boots/Mid-Calf/VOLATILE/8030304.3.jpg
9879,17,8,4,2,1,0,3,Sandals/Flat/Athena Alexander/8041173.1276.jpg
9880,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/8021801.411585.jpg
9881,15,7,3,1,0,0,7,Boots/Knee High/Umi Kids/7993939.3.jpg
9882,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Dr. Martens/8004310.3.jpg
9883,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vivobarefoot/7841164.72.jpg
9884,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Lacoste/8050371.42149.jpg
9885,5,2,1,0,0,0,10,Slippers/Slipper Flats/Foamtreads/7346226.7031.jpg
9886,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Brooks/8057122.382255.jpg
9887,15,7,3,1,0,0,7,Boots/Knee High/Stuart Weitzman for The Cool People/7902087.3.jpg
9888,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS KIDS/7795807.380360.jpg
9889,3,1,0,0,0,0,1,Boots/Ankle/Rieker/8006851.72.jpg
9890,11,5,2,1,0,0,2,Shoes/Heels/Vigotti/7687128.105745.jpg
9891,12,6,3,1,0,0,5,Shoes/Flats/Nina Kids/7623538.89.jpg
9892,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Stride Rite/8080493.559.jpg
9893,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Saucony/7707912.20854.jpg
9894,11,5,2,1,0,0,2,Shoes/Heels/Anne Klein/8002107.9431.jpg
9895,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Diesel/8002235.3.jpg
9896,10,5,2,1,0,0,4,Boots/Mid-Calf/Frye/7336989.109992.jpg
9897,8,4,2,1,0,0,6,Shoes/Loafers/Softspots/7144440.346.jpg
9898,11,5,2,1,0,0,2,Shoes/Heels/Diane Von Furstenberg/7967700.351647.jpg
9899,3,1,0,0,0,0,1,Boots/Ankle/Primigi Kids/8022100.89.jpg
9900,11,5,2,1,0,0,2,Shoes/Heels/LifeStride/7602658.154863.jpg
9901,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Allrounder by Mephisto/7931052.339921.jpg
9902,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Stride Rite/7999807.16812.jpg
9903,10,5,2,1,0,0,4,Boots/Mid-Calf/Chippewa/8121684.6.jpg
9904,10,5,2,1,0,0,4,Boots/Mid-Calf/Ros Hommerson/8036333.84.jpg
9905,17,8,4,2,1,0,3,Sandals/Flat/Reef/8031229.3691.jpg
9906,8,4,2,1,0,0,6,Shoes/Loafers/Brighton/8014209.16197.jpg
9907,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Globe Kids/7745426.2125.jpg
9908,18,9,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Vans Kids/7977476.256413.jpg
9909,11,5,2,1,0,0,2,Shoes/Heels/Nine West/8111315.59416.jpg
