,label_gran_14,label_gran_13,label_gran_12,label_gran_11,label_gran_10,label_gran_9,label_gran_8,label_gran_7,label_gran_6,label_gran_5,label_gran_4,label_gran_3,label_gran_2,label_gran_1,label_gran_0,class,path
3153,26085,13044,6522,3262,1632,816,409,206,104,53,27,14,8,6,5,5,Shoes/Flats/Geox Kids/8018842.3.jpg
3154,31127,15566,7784,3894,1949,976,490,246,124,63,33,18,11,9,8,8,Shoes/Oxfords/Jeffery-West/8025609.574.jpg
3155,26090,13046,6523,3263,1633,817,410,206,104,53,27,14,8,6,5,5,Shoes/Flats/SKECHERS/8078865.18.jpg
3156,33953,16980,8491,4248,2127,1066,535,269,136,69,36,20,13,11,10,10,Slippers/Slipper Flats/Acorn/7149850.210556.jpg
3157,18768,9385,4693,2347,1174,587,294,148,75,38,19,10,6,4,3,3,Sandals/Flat/Chaco/7222239.3.jpg
3158,1418,709,354,177,88,44,22,11,5,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen/7718524.262700.jpg
3159,34580,17294,8649,4327,2166,1085,545,275,139,71,38,22,15,13,12,12,Shoes/Firstwalker/pediped/7765077.289.jpg
3160,10806,5403,2702,1351,675,337,169,85,43,21,10,5,3,2,1,1,Boots/Ankle/Softspots/8013248.278270.jpg
3161,34377,17192,8598,4302,2154,1079,542,273,138,70,37,21,14,12,11,11,Shoes/Boat Shoes/Frye/7528198.21343.jpg
3162,9761,4880,2440,1220,610,305,153,77,39,19,9,5,3,2,1,1,Boots/Ankle/UGG Kids/8032548.9418.jpg
3163,6874,3437,1718,859,429,214,107,53,26,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7418942.293647.jpg
3164,31967,15986,7994,3999,2002,1002,503,253,128,65,34,18,11,9,8,8,Shoes/Oxfords/Frye/7880901.401.jpg
3165,5767,2883,1441,720,360,180,90,45,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7903852.39205.jpg
3166,8958,4479,2239,1119,559,279,139,69,34,17,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Keen Kids/7657848.219622.jpg
3167,17646,8824,4412,2207,1104,552,276,139,70,35,18,10,6,4,3,3,Sandals/Flat/LifeStride/7919467.3.jpg
3168,32758,16382,8192,4098,2052,1028,516,260,131,67,35,19,12,10,9,9,Shoes/Clogs and Mules/Fly Flot/8032428.6.jpg
3169,32902,16454,8228,4116,2061,1032,518,261,132,67,35,19,12,10,9,9,Shoes/Clogs and Mules/Crocs Kids/7901586.328816.jpg
3170,21603,10803,5402,2702,1352,676,339,171,87,44,22,12,7,5,4,4,Boots/Mid-Calf/Mountrek/8008029.535.jpg
3171,9347,4673,2337,1169,584,292,146,73,37,18,9,5,3,2,1,1,Boots/Ankle/SKECHERS/8076012.3.jpg
3172,17220,8611,4306,2154,1078,539,270,136,69,35,18,10,6,4,3,3,Sandals/Flat/Volcom/8077921.6.jpg
3173,30871,15438,7720,3862,1933,968,486,244,123,63,33,18,11,9,8,8,Shoes/Oxfords/Dr. Martens/104733.201611.jpg
3174,5199,2599,1299,649,324,162,81,40,20,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Ipath/8038944.183092.jpg
3175,15781,7891,3946,1973,987,494,247,124,63,32,16,9,5,3,2,2,Shoes/Heels/Taryn Rose/8017325.368891.jpg
3176,411,205,102,51,25,12,6,3,1,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Ashworth/7910131.332224.jpg
3177,14805,7403,3702,1851,926,463,232,117,59,30,15,8,5,3,2,2,Shoes/Heels/Madden Girl/8120038.80.jpg
3178,27946,13975,6988,3496,1750,875,439,221,112,57,29,16,9,7,6,6,Shoes/Loafers/Easy Spirit/7754780.367413.jpg
3179,33731,16869,8436,4221,2113,1059,532,268,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/Foamtreads/8010031.4469.jpg
3180,24451,12227,6114,3058,1530,765,384,193,98,50,26,14,8,6,5,5,Shoes/Flats/Jumping Jacks Kids/7823013.3.jpg
3181,34176,17092,8548,4277,2141,1073,539,271,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Dunham/7294793.216.jpg
3182,22894,11448,5724,2863,1433,717,359,181,92,46,23,12,7,5,4,4,Boots/Mid-Calf/Kork-Ease/8009438.355010.jpg
3183,20619,10310,5155,2578,1290,645,323,163,82,41,21,11,6,4,3,3,Sandals/Flat/Cole Haan/7965336.187518.jpg
3184,33511,16759,8381,4193,2099,1052,528,266,134,68,36,20,13,11,10,10,Slippers/Slipper Flats/Justin/8085065.644.jpg
3185,1278,639,319,159,79,39,19,9,4,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Onitsuka Tiger by Asics/7710432.349029.jpg
3186,18247,9124,4562,2282,1142,571,286,144,73,37,19,10,6,4,3,3,Sandals/Flat/Annie/7308872.5360.jpg
3187,7753,3876,1938,969,484,242,121,60,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/8088863.755.jpg
3188,2000,1000,500,250,125,62,31,15,7,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Saucony/7882271.21438.jpg
3189,3392,1696,848,424,212,106,53,26,13,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/8020082.367147.jpg
3190,14969,7485,3743,1872,936,468,234,118,60,30,15,8,5,3,2,2,Shoes/Heels/Nine West/8076901.120233.jpg
3191,23108,11555,5778,2890,1446,723,362,182,92,46,23,12,7,5,4,4,Boots/Mid-Calf/Nina Kids/8017316.1588.jpg
3192,31544,15775,7888,3946,1975,989,496,249,126,64,33,18,11,9,8,8,Shoes/Oxfords/BOSS Black/8107417.3.jpg
3193,13979,6990,3495,1748,874,437,219,110,56,28,14,8,5,3,2,2,Shoes/Heels/Vaneli/8004343.99.jpg
3194,15720,7860,3930,1965,983,492,246,124,63,32,16,9,5,3,2,2,Shoes/Heels/Christin Michaels/8020285.8871.jpg
3195,12070,6035,3018,1509,754,377,189,95,48,24,12,6,3,2,1,1,Boots/Ankle/Khombu/7819577.155304.jpg
3196,9853,4926,2463,1232,616,308,154,77,39,19,9,5,3,2,1,1,Boots/Ankle/Sperry Top-Sider/7969351.3.jpg
3197,20299,10150,5075,2538,1270,635,318,160,81,41,21,11,6,4,3,3,Sandals/Flat/Teva/7873722.585.jpg
3198,10897,5448,2724,1362,681,340,170,85,43,21,10,5,3,2,1,1,Boots/Ankle/Frye/8003476.248973.jpg
3199,10125,5062,2531,1266,633,316,158,79,40,20,10,5,3,2,1,1,Boots/Ankle/Franco Sarto/8045217.106.jpg
3200,26713,13358,6679,3341,1672,836,419,211,107,54,28,15,8,6,5,5,Shoes/Flats/Blowfish/8043800.354485.jpg
3201,17930,8966,4483,2242,1122,561,281,142,72,36,18,10,6,4,3,3,Sandals/Flat/taos Footwear/8132550.2247.jpg
3202,15924,7962,3981,1991,996,498,249,125,63,32,16,9,5,3,2,2,Shoes/Heels/Kate Spade New York/8009748.366325.jpg
3203,8664,4332,2166,1083,541,270,135,67,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/8029973.39857.jpg
3204,6308,3154,1577,788,394,197,98,49,24,12,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8040043.401.jpg
3205,34851,17430,8717,4362,2185,1096,551,279,142,73,40,24,17,15,14,14,Sandals/Heel/Vivanz/7561783.43.jpg
3206,32963,16485,8244,4124,2065,1034,519,261,132,67,35,19,12,10,9,9,Shoes/Clogs and Mules/Klogs USA/7503834.143728.jpg
3207,34179,17093,8548,4277,2141,1073,539,271,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Keen/7892996.3.jpg
3208,17181,8591,4296,2149,1075,538,269,136,69,35,18,10,6,4,3,3,Sandals/Flat/Zigi/8098537.99.jpg
3209,26045,13024,6512,3257,1630,815,409,206,104,53,27,14,8,6,5,5,Shoes/Flats/Bouquets/8024102.6.jpg
3210,24383,12193,6097,3050,1526,763,383,193,98,50,26,14,8,6,5,5,Shoes/Flats/Hush Puppies Kids/8027350.18885.jpg
3211,21734,10868,5434,2718,1360,680,341,172,87,44,22,12,7,5,4,4,Boots/Mid-Calf/Nine West/8051149.328.jpg
3212,34202,17105,8554,4280,2143,1074,539,271,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sperry Kids/8052195.423.jpg
3213,25327,12665,6333,3168,1585,793,398,200,101,51,26,14,8,6,5,5,Shoes/Flats/Keen/7490247.20370.jpg
3214,34772,17390,8697,4352,2179,1092,549,277,141,72,39,23,16,14,13,13,Shoes/Prewalker/pediped/7997975.559.jpg
3215,25406,12704,6352,3177,1590,795,399,201,102,52,27,14,8,6,5,5,Shoes/Flats/FootMates/7636405.732.jpg
3216,15557,7779,3890,1945,973,487,244,123,62,31,16,9,5,3,2,2,Shoes/Heels/Annie/7593396.36863.jpg
3217,24954,12478,6239,3121,1562,781,392,197,100,51,26,14,8,6,5,5,Shoes/Flats/Primigi Kids/8022054.11.jpg
3218,23762,11882,5941,2972,1487,744,373,188,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Old West Kids Boots/7840174.308344.jpg
3219,2645,1322,661,330,165,82,41,20,10,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Merrell/7987169.106052.jpg
3220,18265,9133,4567,2284,1143,572,286,144,73,37,19,10,6,4,3,3,Sandals/Flat/Zigi/8098537.521.jpg
3221,8816,4408,2204,1102,551,275,137,68,34,17,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/adidas Golf/8093453.37661.jpg
3222,9837,4918,2459,1230,615,307,154,77,39,19,9,5,3,2,1,1,Boots/Ankle/Clarks/7553055.106.jpg
3223,19098,9550,4775,2388,1195,598,299,151,76,38,19,10,6,4,3,3,Sandals/Flat/Bandolino/8088924.3399.jpg
3224,943,471,235,117,58,29,14,7,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Diadora Kids/7902736.330512.jpg
3225,34295,17151,8577,4291,2148,1076,540,272,138,70,37,21,14,12,11,11,Shoes/Boat Shoes/Lucky Brand/8108462.190.jpg
3226,12351,6175,3088,1544,772,386,193,97,49,24,12,6,3,2,1,1,Boots/Ankle/Aquatalia by Marvin K%2E/8011789.366781.jpg
3227,19686,9844,4922,2462,1232,616,308,155,78,39,20,11,6,4,3,3,Sandals/Flat/Finn Comfort/7910089.250807.jpg
3228,31716,15861,7931,3967,1986,994,499,251,127,65,34,18,11,9,8,8,Shoes/Oxfords/Alexander McQueen/7965330.8783.jpg
3229,16550,8275,4138,2069,1035,518,259,130,66,33,17,9,5,3,2,2,Shoes/Heels/Tsubo/7983598.3.jpg
3230,31296,15651,7826,3915,1960,981,492,247,125,64,33,18,11,9,8,8,Shoes/Oxfords/Stacy Adams/8029003.790.jpg
3231,5079,2539,1269,634,317,158,79,39,19,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Merrell/7987124.46658.jpg
3232,15136,7568,3784,1892,946,473,237,119,60,30,15,8,5,3,2,2,Shoes/Heels/Stuart Weitzman Bridal & Evening Collection/8117549.99.jpg
3233,33471,16739,8371,4188,2097,1051,528,266,134,68,36,20,13,11,10,10,Slippers/Slipper Flats/EMU Australia/7967690.278.jpg
3234,13074,6537,3269,1635,817,408,204,102,51,25,12,6,3,2,1,1,Boots/Ankle/Vintage Shoe Company/8030759.289539.jpg
3235,7108,3554,1777,888,444,222,111,55,27,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals/7230966.323450.jpg
3236,30126,15065,7533,3768,1886,944,474,238,120,61,31,17,10,8,7,7,Boots/Knee High/Miz Mooz/8031936.396.jpg
3237,15700,7850,3925,1963,982,491,246,124,63,32,16,9,5,3,2,2,Shoes/Heels/Gabriella Rocha/7628227.1141.jpg
3238,2943,1471,735,367,183,91,45,22,11,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/DVS Shoe Company/7270445.670.jpg
3239,32029,16017,8009,4006,2005,1004,504,253,128,65,34,18,11,9,8,8,Shoes/Oxfords/Frye/7880818.332600.jpg
3240,12207,6103,3052,1526,763,381,191,96,48,24,12,6,3,2,1,1,Boots/Ankle/Tundra Boots/7856256.3.jpg
3241,10725,5362,2681,1341,670,335,168,84,42,21,10,5,3,2,1,1,Boots/Ankle/Loeffler Randall/8005189.3.jpg
3242,17001,8501,4251,2126,1063,532,266,134,68,34,17,9,5,3,2,2,Shoes/Heels/Bella-Vita/8016072.368390.jpg
3243,13953,6977,3489,1745,873,437,219,110,56,28,14,8,5,3,2,2,Shoes/Heels/Walking Cradles/8035493.72.jpg
3244,2494,1247,623,311,155,77,38,19,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/The North Face/7895926.285046.jpg
3245,15672,7836,3918,1959,980,490,245,123,62,31,16,9,5,3,2,2,Shoes/Heels/J. Renee/7438800.2544.jpg
3246,20015,10008,5004,2503,1252,626,313,158,80,40,20,11,6,4,3,3,Sandals/Flat/Frye/7624026.396.jpg
3247,18690,9346,4673,2337,1169,585,293,148,75,38,19,10,6,4,3,3,Sandals/Flat/Naot Footwear/7749005.56816.jpg
3248,4445,2222,1111,555,277,138,69,34,17,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8058672.382773.jpg
3249,19739,9870,4935,2468,1235,618,309,156,79,40,20,11,6,4,3,3,Sandals/Flat/Reef/7501273.223701.jpg
3250,21410,10706,5353,2678,1340,670,336,169,86,43,22,12,7,5,4,4,Boots/Mid-Calf/UGG/8085112.3.jpg
3251,27319,13661,6831,3417,1710,855,429,216,109,56,29,16,9,7,6,6,Shoes/Loafers/LAUREN Ralph Lauren/8055110.106.jpg
3252,7848,3924,1962,981,490,245,122,61,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Lacoste/8050323.118944.jpg
3253,18748,9375,4688,2345,1173,587,294,148,75,38,19,10,6,4,3,3,Sandals/Flat/La Plume/7930364.1696.jpg
3254,18900,9451,4726,2364,1183,592,296,149,75,38,19,10,6,4,3,3,Sandals/Flat/Alegria/7824980.82.jpg
3255,24052,12027,6014,3008,1505,753,377,190,96,48,24,13,7,5,4,4,Boots/Mid-Calf/Geox Kids/8016681.13567.jpg
3256,15746,7873,3937,1969,985,493,247,124,63,32,16,9,5,3,2,2,Shoes/Heels/Corso Como/7925846.1709.jpg
3257,30506,15255,7628,3816,1910,956,480,241,122,62,32,17,10,8,7,7,Boots/Knee High/El Naturalista/8025564.23562.jpg
3258,7114,3557,1778,889,444,222,111,55,27,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Geox Kids/8015650.9842.jpg
3259,10867,5433,2717,1359,679,339,170,85,43,21,10,5,3,2,1,1,Boots/Ankle/Franco Sarto/8044722.377510.jpg
3260,4613,2306,1153,576,288,144,72,36,18,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Originals Kids/8074200.390285.jpg
3261,4340,2170,1085,542,271,135,67,33,16,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Kids/7973006.371531.jpg
3262,24597,12300,6150,3076,1539,770,386,194,98,50,26,14,8,6,5,5,Shoes/Flats/Vivienne Westwood/8031751.3.jpg
3263,28244,14124,7063,3533,1768,884,444,223,113,58,30,16,9,7,6,6,Shoes/Loafers/Tommy Hilfiger/8041897.33618.jpg
3264,10526,5263,2632,1316,658,329,165,83,42,21,10,5,3,2,1,1,Boots/Ankle/Caterpillar/8053108.3.jpg
3265,2479,1239,619,309,154,77,38,19,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Giuseppe Zanotti/8080766.392836.jpg
3266,10789,5394,2697,1349,674,337,169,85,43,21,10,5,3,2,1,1,Boots/Ankle/FIEL/8110106.82.jpg
3267,6801,3400,1700,850,425,212,106,53,26,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/7919901.334972.jpg
3268,6352,3176,1588,794,397,198,99,49,24,12,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7756227.277985.jpg
3269,28830,14417,7209,3606,1805,903,453,228,115,59,30,16,9,7,6,6,Shoes/Loafers/Keen/7654814.41215.jpg
3270,24272,12137,6069,3036,1519,760,381,192,97,49,25,13,7,5,4,4,Boots/Mid-Calf/Sorel/7982256.101560.jpg
3271,369,184,92,46,23,11,5,2,1,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/7760709.117236.jpg
3272,23707,11855,5928,2965,1484,742,372,187,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Steve Madden/8043433.691.jpg
3273,7041,3520,1760,880,440,220,110,55,27,13,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Caterpillar/8053112.380461.jpg
3274,24457,12230,6115,3059,1531,766,384,193,98,50,26,14,8,6,5,5,Shoes/Flats/Bloch Kids/8007022.345438.jpg
3275,7619,3809,1904,952,476,238,119,59,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Frye Kids/7926018.3.jpg
3276,15651,7826,3913,1957,979,490,245,123,62,31,16,9,5,3,2,2,Shoes/Heels/Kate Spade New York/7648859.106.jpg
3277,21845,10924,5462,2732,1367,684,343,173,88,44,22,12,7,5,4,4,Boots/Mid-Calf/EMU Australia Kids/8021593.535.jpg
3278,33894,16951,8477,4241,2123,1064,534,269,136,69,36,20,13,11,10,10,Slippers/Slipper Flats/UGG/8042133.320.jpg
3279,25249,12626,6313,3158,1580,790,396,199,101,51,26,14,8,6,5,5,Shoes/Flats/Naturino/7987784.3259.jpg
3280,17022,8511,4256,2128,1064,532,266,134,68,34,17,9,5,3,2,2,Shoes/Heels/Hush Puppies/8001577.328.jpg
3281,31844,15925,7963,3983,1994,998,501,252,127,65,34,18,11,9,8,8,Shoes/Oxfords/Ted Baker/8034245.72.jpg
3282,8384,4192,2096,1048,524,262,131,65,32,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/8020170.369900.jpg
3283,10556,5278,2639,1320,660,330,165,83,42,21,10,5,3,2,1,1,Boots/Ankle/Gravati/7817758.363985.jpg
3284,17918,8960,4480,2241,1121,561,281,142,72,36,18,10,6,4,3,3,Sandals/Flat/Jumping Jacks Kids/7902919.1001.jpg
3285,16076,8038,4019,2010,1005,503,252,127,64,32,16,9,5,3,2,2,Shoes/Heels/Stuart Weitzman/7998984.106.jpg
3286,25570,12786,6393,3198,1600,800,401,202,102,52,27,14,8,6,5,5,Shoes/Flats/Morgan&Milo Kids/7757184.24326.jpg
3287,27555,13779,6890,3447,1725,863,433,218,110,56,29,16,9,7,6,6,Shoes/Loafers/Florsheim/104038.1288.jpg
3288,27251,13627,6814,3409,1706,853,428,215,109,56,29,16,9,7,6,6,Shoes/Loafers/Rieker/8006681.72.jpg
3289,23792,11897,5949,2976,1489,745,373,188,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Sorel/7145961.6.jpg
3290,11970,5985,2993,1497,748,374,187,94,47,23,11,6,3,2,1,1,Boots/Ankle/Diesel/8010750.3.jpg
3291,3635,1817,908,454,227,113,56,28,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8081640.3.jpg
3292,10332,5166,2583,1292,646,323,162,81,41,20,10,5,3,2,1,1,Boots/Ankle/Zamberlan/7916791.55918.jpg
3293,27039,13521,6761,3382,1692,846,424,213,108,55,28,15,8,6,5,5,Shoes/Flats/Lacoste/8014427.7.jpg
3294,2726,1363,681,340,170,85,42,21,10,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7964145.197300.jpg
3295,8598,4299,2149,1074,537,268,134,67,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/etnies Kids/7509261.13952.jpg
3296,16489,8245,4123,2062,1031,516,258,130,66,33,17,9,5,3,2,2,Shoes/Heels/Joan & David/8097842.947.jpg
3297,27071,13537,6769,3386,1694,847,425,214,108,55,28,15,8,6,5,5,Shoes/Flats/Naturino/7987761.401.jpg
3298,14062,7031,3516,1758,879,440,220,111,56,28,14,8,5,3,2,2,Shoes/Heels/Anne Klein/8051752.1758.jpg
3299,25970,12986,6493,3248,1625,813,408,205,104,53,27,14,8,6,5,5,Shoes/Flats/Gabriella Rocha/8130456.184651.jpg
3300,34792,17400,8702,4354,2180,1093,549,277,141,72,39,23,16,14,13,13,Shoes/Prewalker/pediped/7671498.21389.jpg
3301,29470,14737,7369,3686,1845,923,463,233,118,60,31,17,10,8,7,7,Boots/Knee High/Frye/7669753.401.jpg
3302,19680,9841,4921,2461,1231,616,308,155,78,39,20,11,6,4,3,3,Sandals/Flat/Helle Comfort/7901541.330089.jpg
3303,29211,14608,7305,3654,1829,915,459,231,117,60,31,17,10,8,7,7,Boots/Knee High/Gabriella Rocha/7586611.20939.jpg
3304,19875,9938,4969,2485,1243,622,311,157,79,40,20,11,6,4,3,3,Sandals/Flat/Havaianas/7540474.196237.jpg
3305,27673,13838,6920,3462,1733,867,435,219,111,57,29,16,9,7,6,6,Shoes/Loafers/Josef Seibel/7515941.3.jpg
3306,29351,14678,7340,3672,1838,920,462,232,117,60,31,17,10,8,7,7,Boots/Knee High/White Mountain/8030863.72.jpg
3307,3488,1744,872,436,218,109,54,27,13,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7886312.401.jpg
3308,1862,931,465,232,116,58,29,14,7,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7802297.353806.jpg
3309,12018,6009,3005,1503,751,375,188,94,47,23,11,6,3,2,1,1,Boots/Ankle/Steve Madden/8030090.1084.jpg
3310,29930,14967,7484,3744,1874,938,471,237,120,61,31,17,10,8,7,7,Boots/Knee High/Le Chameau/8005633.574.jpg
3311,24479,12241,6121,3062,1532,766,384,193,98,50,26,14,8,6,5,5,Shoes/Flats/Me Too Kids/8017827.183092.jpg
3312,7195,3597,1798,899,449,224,112,56,28,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7727996.68705.jpg
3313,19522,9762,4881,2441,1221,611,306,154,78,39,20,11,6,4,3,3,Sandals/Flat/Gypsy SOULE/8008358.3.jpg
3314,9149,4574,2287,1144,572,286,143,72,36,18,9,5,3,2,1,1,Boots/Ankle/Frye/7971739.248963.jpg
3315,32599,16303,8153,4079,2042,1023,514,259,131,67,35,19,12,10,9,9,Shoes/Clogs and Mules/SoftWalk/7251224.370523.jpg
3316,9819,4909,2455,1228,614,307,154,77,39,19,9,5,3,2,1,1,Boots/Ankle/Columbia/7957021.319922.jpg
3317,22793,11398,5699,2851,1427,714,358,180,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Old West Kids Boots/8016748.368678.jpg
3318,15681,7841,3921,1961,981,491,246,124,63,32,16,9,5,3,2,2,Shoes/Heels/Franco Sarto/8045147.35041.jpg
3319,13207,6604,3302,1651,826,413,207,104,53,27,14,8,5,3,2,2,Shoes/Heels/Calvin Klein Jeans/8139159.3.jpg
3320,12628,6314,3157,1579,789,394,197,99,50,25,12,6,3,2,1,1,Boots/Ankle/Lugz/125632.23780.jpg
3321,134,67,33,16,8,4,2,1,0,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Saucony/8044111.377309.jpg
3322,24016,12009,6005,3004,1503,752,377,190,96,48,24,13,7,5,4,4,Boots/Mid-Calf/Polo Ralph Lauren/8073184.389905.jpg
3323,25494,12748,6374,3188,1595,798,400,201,102,52,27,14,8,6,5,5,Shoes/Flats/Geox/7920823.89.jpg
3324,21450,10726,5363,2683,1343,672,337,170,86,43,22,12,7,5,4,4,Boots/Mid-Calf/Baffin Kids/8054001.3.jpg
3325,29893,14949,7475,3739,1872,937,470,236,119,61,31,17,10,8,7,7,Boots/Knee High/Frye/7543660.352765.jpg
3326,28338,14171,7086,3545,1774,887,445,224,113,58,30,16,9,7,6,6,Shoes/Loafers/Chaco/7983187.289.jpg
3327,3229,1614,807,403,201,100,50,25,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/DC Kids/7651342.311928.jpg
3328,7359,3679,1839,919,459,229,114,57,28,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8053555.248469.jpg
3329,28031,14017,7009,3506,1755,878,441,222,112,57,29,16,9,7,6,6,Shoes/Loafers/Sanuk/8060647.2298.jpg
3330,494,247,123,61,30,15,7,3,1,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Mizuno/8069550.387948.jpg
3331,5579,2789,1394,697,348,174,87,43,21,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8014589.367888.jpg
3332,31972,15989,7995,3999,2002,1002,503,253,128,65,34,18,11,9,8,8,Shoes/Oxfords/Timberland/7820621.104.jpg
3333,32189,16098,8050,4027,2016,1010,507,255,129,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Born/7987293.72.jpg
3334,20483,10242,5121,2561,1281,641,321,162,82,41,21,11,6,4,3,3,Sandals/Flat/Anne Klein/7910951.552.jpg
3335,961,480,240,120,60,30,15,7,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Ryka/7604863.300811.jpg
3336,14813,7407,3704,1852,926,463,232,117,59,30,15,8,5,3,2,2,Shoes/Heels/rsvp/8013962.5657.jpg
3337,26369,13186,6593,3298,1650,825,414,208,105,53,27,14,8,6,5,5,Shoes/Flats/Frye/7967466.351577.jpg
3338,19059,9530,4765,2383,1192,596,298,150,76,38,19,10,6,4,3,3,Sandals/Flat/Reef/7606705.325.jpg
3339,13801,6901,3451,1726,863,432,216,109,55,28,14,8,5,3,2,2,Shoes/Heels/Jessica Simpson/8082272.393484.jpg
3340,25441,12722,6361,3182,1592,796,399,201,102,52,27,14,8,6,5,5,Shoes/Flats/Seychelles/8013853.429.jpg
3341,11819,5909,2955,1478,739,369,185,93,47,23,11,6,3,2,1,1,Boots/Ankle/EMU Australia Kids/7651873.1679.jpg
3342,1103,551,275,137,68,34,17,8,4,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS KIDS/7975721.559.jpg
3343,31067,15536,7769,3886,1945,974,489,246,124,63,33,18,11,9,8,8,Shoes/Oxfords/Giorgio Brutini/8039297.3.jpg
3344,9717,4858,2429,1215,607,303,152,76,38,19,9,5,3,2,1,1,Boots/Ankle/Enzo Kids/7987022.3.jpg
3345,13144,6572,3286,1643,822,411,206,104,53,27,14,8,5,3,2,2,Shoes/Heels/Earthies/8018512.3.jpg
3346,5445,2722,1361,680,340,170,85,42,21,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Lacoste/8074231.29674.jpg
3347,19660,9831,4916,2459,1230,615,308,155,78,39,20,11,6,4,3,3,Sandals/Flat/Naot Footwear/7381286.23577.jpg
3348,20924,10463,5232,2617,1309,655,328,165,83,42,21,11,6,4,3,3,Sandals/Flat/Sam Edelman/7515478.616.jpg
3349,12170,6085,3043,1522,761,380,190,95,48,24,12,6,3,2,1,1,Boots/Ankle/Marc by Marc Jacobs/8010866.2133.jpg
3350,31623,15814,7908,3956,1980,991,497,250,126,64,33,18,11,9,8,8,Shoes/Oxfords/Hush Puppies/7230864.72.jpg
3351,963,481,240,120,60,30,15,7,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Newton Running/8029437.35968.jpg
3352,12481,6240,3120,1560,780,390,195,98,49,24,12,6,3,2,1,1,Boots/Ankle/Caterpillar/107452.3.jpg
3353,2337,1168,584,292,146,73,36,18,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/O'Neill/7481181.3.jpg
